,원점에서의 범위(m),x_min(m),x_max(m),y_min(m),y_max(m),UTM zone,원점x좌표(m),원점y좌표(m)
0,1500.0,478535.0,481535.0,3885791.0,3888791.0,52N,480035,3887291
