,원점에서의 범위(m),x_min(m),x_max(m),y_min(m),y_max(m),UTM zone,원점x좌표(m),원점y좌표(m)
0,1500.0,319658.0,322658.0,4154580.0,4157580.0,52N,321158,4156080
