,원점에서의 범위(m),x_min(m),x_max(m),y_min(m),y_max(m),UTM zone,원점x좌표(m),원점y좌표(m)
0,1500.0,320658.0,323658.0,4073550.0,4076550.0,52N,322158,4075050
