,원점에서의 범위(m),x_min(m),x_max(m),y_min(m),y_max(m),UTM zone,원점x좌표(m),원점y좌표(m)
0,1500.0,300225.0,303225.0,4151675.0,4154675.0,52N,301725,4153175
