,원점에서의 범위(m),x_min(m),x_max(m),y_min(m),y_max(m),UTM zone,원점x좌표(m),원점y좌표(m)
0,1500.0,327785.0,330785.0,4112290.0,4115290.0,52N,329285,4113790
